iern,school_id,school_name,region,division,district,leg_district,latitude,longitude,match_key,linear_distance_km,distance_outlier_percentile,nearby_school_count,isolation_forest_score,isolation_forest_outlier,coordinate_outlier_category,coordinate_outlier_method
2026-10298,102302,Nanbacuran Elementary School,REGION I,URDANETA CITY,URDANETA CITY DISTRICT II,5TH DISTRICT,15.9701621,120.4891507,regioni_urdaneta,7.967213,100,11,3.953919,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-17871,108184,Lapidario Elementary School,REGION IV-A,CAVITE,TRECE MARTIREZ CITY,6TH DISTRICT,14.2718333,120.8671363,iva_cavite,0.739502,0.62,24,4.37651,TRUE,isolation_forest_outlier,isolation_forest
2026-31623,118591,Bayog Elementary School,REGION VII,BOHOL,PRES. C. P. GARCIA,2ND DISTRICT,10.102061,124.586796,regionvii_bohol,93.828603,98.75,15,3.964819,TRUE,isolation_forest_outlier,isolation_forest
2026-33837,120319,Kansumandig Elementary School ,NIR,NEGROS ORIENTAL,LA LIBERTAD,1ST DISTRICT,10.112207,123.140318,nir_negrosoriental,90.582595,99.61,7,3.271779,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-10735,102591,Magsidel ES,REGION II,CAGAYAN,CALAYAN WEST,2ND DISTRICT,19.26983027,121.4451086,regionii_cagayan,182.362582,98.64,6,7.759613,TRUE,isolation_forest_outlier,isolation_forest
2026-18943,308024,Emilio V. Quizon National High School,REGION IV-A,QUEZON,SAN ANDRES,3RD DISTRICT,13.21528,122.67112,iva_quezon,137.782298,99.48,5,5.938006,FALSE,extreme_outlier,univariate_percentile
2026-42137,128897,Marcos Sombilon Elementary School,REGION XI,DAVAO DEL SUR,KIBLAWAN,2ND DISTRICT,6.4474,125.2563,regionxi_davaodelsur,35.562509,99.62,3,4.021585,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-24094,112579,Magais Elementary School,REGION V,CAMARINES SUR,DEL GALLEGO,1ST DISTRICT,13.9307008,122.5806366,regionv_camarinessur,84.61759,99.55,7,6.541819,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-28796,302494,Don Casimero Andrada National High School,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.5845058,123.1410903,regionvi_iloilo,116.168083,98.81,7,7.598157,TRUE,isolation_forest_outlier,isolation_forest
2026-43653,207565,Mimbalawag Elementary School,REGION XII,NORTH COTABATO,ALAMADA NORTH,1ST DISTRICT,7.5755,124.5264,regionxii_northcotabato,88.731025,99.49,1,4.592499,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-44946,102053,Lamdamay Elementary School,REGION XII,SOUTH COTABATO,T ' BOLI EAST,2ND DISTRICT,5.992789,124.937277,regionxii_southcotabato,57.005659,99.22,2,5.020285,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-24088,302061,Tawog National High School - Eastern Coast National High School,REGION V,CAMARINES SUR,CARAMOAN,4TH DISTRICT,13.7419697,123.9661378,regionv_camarinessur,78.052073,98.55,4,5.678745,TRUE,isolation_forest_outlier,isolation_forest
2026-30547,117819,Patag Elementary School,NIR,SILAY CITY,SILAY CITY DISTRICT III,3RD DISTRICT,10.6986557,123.1737968,nir_silay,24.367285,100,3,4.937685,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-32436,119278,Carnaza Elementary School,REGION VII,CEBU,DAANBANTAYAN II,4TH DISTRICT,11.508228,124.097766,regionvii_cebu,131.855132,99.56,2,4.621001,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-35701,303356,Cahagnaan National High School,REGION VIII,LEYTE,MATALOM SOUTH,5TH DISTRICT,10.204747,124.769444,regionviii_leyte,98.55983,99.53,7,6.775818,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-30953,118029,Bilangbilangan East Elementary School,REGION VII,BOHOL,BIEN UNIDO,2ND DISTRICT,10.2437324,124.4657291,regionvii_bohol,93.06399,98.4,4,4.392006,TRUE,isolation_forest_outlier,isolation_forest
2026-43577,129071,Tagen Elementary School,REGION XI,DAVAO OCCIDENTAL,SARANGANI,LONE DISTRICT,5.3798,125.3515,regionxi_davaooccidental,122.294476,100,3,10.817988,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-19595,109575,San Agapito Elementary School,REGION IV-A,BATANGAS CITY,BATANGAS CITY VERDE ISLAND DISTRICT,2ND DISTRICT,13.5305227,121.0917221,iva_batangas,25.76573,98.17,7,7.107118,TRUE,isolation_forest_outlier,isolation_forest
2026-30088,311107,Enriqueta Montilla Esteban MHS-Ubay Ext.,NIR,NEGROS OCCIDENTAL,PULUPANDAN,4TH DISTRICT,20.9988091,114.0017296,nir_negrosoccidental,1484.717688,100,0,95.580534,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-45739,131384,Sabino Elementary School,REGION XII,KORONADAL CITY,KORONADAL EAST DISTRICT II,2ND DISTRICT,6.511080127,124.9950496,regionxii_koronadal,17.137874,100,0,5.568916,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-06709,111516,Langogan Elementary School,MIMAROPA,PUERTO PRINCESA CITY,PUERTO PRINCESA III DISTRICT,2ND DISTRICT,19.93015671,118.2040205,mimaropa_puertoprincesa,1129.961415,100,0,114.255895,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-07134,319705,Maypajo High School,NCR,CALOOCAN CITY,AROMAR (AROMAHAN-MARULAS),1ST DISTRICT,14.6377562,120.972873,ncr_caloocan,11.833438,100,27,4.788699,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-33330,120720,Tongkay Elementary School,REGION VII,TOLEDO CITY,TOLEDO CITY EAST DISTRICT,3RD DISTRICT,10.4102838,123.7869447,regionvii_toledo,16.314413,98.41,1,4.630535,TRUE,isolation_forest_outlier,isolation_forest
2026-13988,306720,Esteban Paulino High School,REGION III,BULACAN,DONA REMEDIOS TRINIDAD,3RD DISTRICT,15.25048489,121.0883689,regioniii_bulacan,52.766462,98.63,5,7.272842,TRUE,isolation_forest_outlier,isolation_forest
2026-29447,117585,Sto. NiÃ±o Sur Elementary School ,REGION VI,ILOILO CITY,AREVALO,LONE DISTRICT,10.6807193,122.5003481,regionvi_iloilo,7.83213,100,11,5.480211,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-42407,129197,Caatijan Elementary School,REGION XI,DAVAO ORIENTAL,BOSTON,1ST DISTRICT,7.8945913,126.2872704,regionxi_davaooriental,105.781418,98.8,3,4.657691,TRUE,isolation_forest_outlier,isolation_forest
2026-38067,123819,Labangbaybay Elementary School,REGION VIII,SAMAR (WESTERN SAMAR),TAGAPUL-AN,1ST DISTRICT,12.04352,124.16205,regionviii_samarwesternsamar,84.135414,98.79,8,9.186062,TRUE,isolation_forest_outlier,isolation_forest
2026-22210,125748,Tambanan Elementary School,REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,1ST DISTRICT,7.304777,122.825067,regionix_zamboangasibugay,59.688837,97.83,12,4.47056,TRUE,isolation_forest_outlier,isolation_forest
2026-14161,105306,F. Buencamino Sr. Integrated School (F. Buencamino Sr. Elementary School),REGION III,NUEVA ECIJA,GABALDON,3RD DISTRICT,15.4464042,121.3428844,regioniii_nuevaecija,54.369912,96.07,10,4.859121,TRUE,isolation_forest_outlier,isolation_forest
2026-37380,122995,Imelda ES,REGION VIII,NORTHERN SAMAR,LAPINIG,2ND DISTRICT,12.315,125.302002,regionviii_northernsamar,75.09379,99.01,10,3.866744,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-38478,313903,Cabintan National High School,REGION VIII,ORMOC CITY,ORMOC IV,4TH DISTRICT,11.0807,124.72343,regionviii_ormoc,14.777995,92.86,2,3.866781,TRUE,isolation_forest_outlier,isolation_forest
2026-21783,125406,Malim Elementary School ,REGION IX,ZAMBOANGA DEL SUR,TABINA,2ND DISTRICT,12.910785,121.7971,regionix_zamboangadelsur,590.630249,99.88,0,74.883312,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-29460,117595,Buntatala Tagbac Elem. School,REGION VI,ILOILO CITY,JARO,LONE DISTRICT,10.76924,122.58321,regionvi_iloilo,7.442243,96.92,13,5.192462,TRUE,isolation_forest_outlier,isolation_forest
2026-29576,117910,Agahon Elementary School,REGION VI,PASSI CITY,PASSI CITY DISTRICT II (EAST),4TH DISTRICT,11.20327663,122.7765839,regionvi_passi,18.185454,100,4,4.82419,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-03800,132810,San Roque Elementary School,CARAGA,SURIGAO DEL SUR,LINGIG I,2ND DISTRICT,7.937095,126.362061,caraga_surigaodelsur,128.76941,99.56,6,5.202588,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-20913,124714,Duminatag ES,REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,3RD DISTRICT,7.1850435,122.0915325,regionix_zamboangadelnorte,208.020237,98.04,2,7.087579,TRUE,isolation_forest_outlier,isolation_forest
2026-27234,115010,Harigue Elementary School,REGION VI,ANTIQUE,CALUYA,LONE DISTRICT,11.8639385,121.4409738,regionvi_antique,135.861313,96.65,0,13.448198,TRUE,isolation_forest_outlier,isolation_forest
2026-09682,102141,DoÃ‘a Consuelo S. Perez Elementary School,REGION I,"PANGASINAN II, BINALONAN",MANAOAG,4TH DISTRICT,12.962235,122.04002,regioni_pangasinaniibinalonan,377.509743,99.47,0,84.312683,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-31404,118401,Inabanga South Central Elementary School,REGION VII,BOHOL,INABANGA SOUTH,2ND DISTRICT,12.826025,121.867109,regionvii_bohol,413.711001,99.91,0,33.979263,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-41901,137007,Tawinian Elementary School,REGION XI,DAVAO DEL NORTE,KAPALONG EAST,1ST DISTRICT,7.9027081,125.5220012,regionxi_davaodelnorte,94.045731,97.73,4,5.018591,TRUE,isolation_forest_outlier,isolation_forest
2026-09122,300207,Ilog Malino National High School,REGION I,"PANGASINAN I, LINGAYEN",BOLINAO,1ST DISTRICT,16.353092,119.812818,regioni_pangasinanilingayen,57.345191,98.79,4,5.261011,TRUE,isolation_forest_outlier,isolation_forest
2026-25007,113268,Agojo ES,REGION V,CATANDUANES,SAN ANDRES WEST,LONE DISTRICT,13.5999829,124.0611517,regionv_catanduanes,32.651641,99.25,13,3.111848,FALSE,extreme_outlier,univariate_percentile
2026-32893,119698,Liloan Elementary School,REGION VII,CEBU,SANTANDER,2ND DISTRICT,9.421993,123.3088388,regionvii_cebu,120.722239,99.48,10,4.211848,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-30474,302774,Don Carlos Ledesma National High School,NIR,SAN CARLOS CITY,SAN CARLOS CITY DISTRICT I,1ST DISTRICT,10.388735,123.338667,nir_sancarlos,13.746719,85.11,6,64.530485,TRUE,isolation_forest_outlier,isolation_forest
2026-35697,121696,San Juan Elementary School,REGION VIII,LEYTE,MATALOM SOUTH,5TH DISTRICT,10.25775,124.83074,regionviii_leyte,94.398722,98.83,13,6.308553,TRUE,isolation_forest_outlier,isolation_forest
2026-24967,113234,BalogÃ‘onan ES,REGION V,CATANDUANES,PANDAN WEST,LONE DISTRICT,14.0492804,124.1383034,regionv_catanduanes,30.639303,92.54,11,3.258459,TRUE,isolation_forest_outlier,isolation_forest
2026-28119,115799,Tacayan Primary School,REGION VI,CAPIZ,TAPAZ EAST,2ND DISTRICT,11.220463,122.437183,regionvi_capiz,54.460431,98.73,6,4.946414,TRUE,isolation_forest_outlier,isolation_forest
2026-28778,116212,Carles Central School,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.5718524,123.1330604,regionvi_iloilo,114.511493,98.55,11,7.45128,TRUE,isolation_forest_outlier,isolation_forest
2026-26633,114617,Malictay ES,REGION V,TABACO CITY,TABACO EAST,1ST DISTRICT,13.36371,123.83141,regionv_tabaco,10.774116,94.12,3,6.493612,TRUE,isolation_forest_outlier,isolation_forest
2026-15423,137176,Pisapungan Elementary School,REGION III,TARLAC,CAPAS WEST,3RD DISTRICT,15.325501,120.339835,regioniii_tarlac,32.015206,89.96,1,4.388054,TRUE,isolation_forest_outlier,isolation_forest
2026-26404,502272,Antipolo Integrated School,REGION V,IRIGA CITY,IRIGA NORTH DISTRICT,5TH DISTRICT,13.534,123.485,regionv_iriga,14.385863,98.04,4,6.462137,TRUE,isolation_forest_outlier,isolation_forest
2026-41445,128293,Datu Ampunan ES,REGION XI,DAVAO DE ORO,LAAK,2ND DISTRICT,7.948931,125.693075,regionxi_davaodeoro,52.927034,97.14,3,4.350891,TRUE,isolation_forest_outlier,isolation_forest
2026-24091,112576,Cabasag Elementary School,REGION V,CAMARINES SUR,DEL GALLEGO,1ST DISTRICT,13.93032277,122.6096061,regionv_camarinessur,81.868099,99.09,11,6.273813,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-42870,129602,Columbus Elementary School,REGION XI,DAVAO CITY,MARILOG,3RD DISTRICT,7.516439,125.236908,regionxi_davao,64.204653,99.09,5,5.559731,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-28810,501795,Toong Integrated School,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.56311659,123.1328335,regionvi_iloilo,113.681185,98.21,13,7.381088,TRUE,isolation_forest_outlier,isolation_forest
2026-24105,301966,Del Gallego National High School,REGION V,CAMARINES SUR,DEL GALLEGO,1ST DISTRICT,13.92225998,122.5980334,regionv_camarinessur,82.519985,99.27,8,6.328575,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-38992,126304,Tagiptip Elementary School,REGION X,BUKIDNON,CABANGLASAN,2ND DISTRICT,8.125074,125.309993,regionx_bukidnon,21.424109,6.26,7,3.891785,TRUE,isolation_forest_outlier,isolation_forest
2026-16257,503068,Iram II Integrated School,REGION III,OLONGAPO CITY,OLONGAPO CITY DISTRICT I,1ST DISTRICT,14.809446,119.476919,regioniii_olongapo,87.819486,100,0,135.289624,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-03541,304847,Surigao Del Norte National High School,CARAGA,SURIGAO DEL NORTE,SISON,2ND DISTRICT,9.78562,125.49287,caraga_surigaodelnorte,0.136375,0.5,0,5.769032,TRUE,isolation_forest_outlier,isolation_forest
2026-20146,107976,Pasong Buaya I Elementary School,REGION IV-A,IMUS CITY,IMUS I,3RD DISTRICT,14.373395,120.96624,iva_imus,7.864179,94.74,19,4.711274,TRUE,isolation_forest_outlier,isolation_forest
2026-06720,111528,Salvacion Central Elementary School,MIMAROPA,PUERTO PRINCESA CITY,PUERTO PRINCESA III DISTRICT,3RD DISTRICT,6.832042,126.462659,mimaropa_puertoprincesa,911.685655,99.01,0,128.927674,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-22125,125681,Taguisian Elementary School,REGION IX,ZAMBOANGA SIBUGAY,MABUHAY,1ST DISTRICT,7.363572,122.972423,regionix_zamboangasibugay,62.48357,99.02,2,4.180699,FALSE,extreme_outlier,univariate_percentile
2026-43403,501086,Lanca Integrated School,REGION XI,MATI CITY,MATI SOUTH,2ND DISTRICT,6.3563629,126.1989914,regionxi_mati,66.485813,100,0,18.024082,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-22205,125743,Olutanga Central Elementary School,REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,1ST DISTRICT,7.3134226,122.8441794,regionix_zamboangasibugay,59.667285,97.64,16,4.393345,TRUE,isolation_forest_outlier,isolation_forest
2026-02306,131421,Gosoon ES,CARAGA,AGUSAN DEL NORTE,CARMEN,2ND DISTRICT,9.070612308,125.2191656,caraga_agusandelnorte,28.464249,62.2,5,4.084855,TRUE,isolation_forest_outlier,isolation_forest
2026-02952,317441,Salug National High School,CARAGA,AGUSAN DEL SUR,ESPERANZA III,1ST DISTRICT,8.6057224,125.4120014,caraga_agusandelsur,58.062262,83.27,4,4.084753,TRUE,isolation_forest_outlier,isolation_forest
2026-15748,106659,San Felipe Elementary School,REGION III,TARLAC,SAN MANUEL,1ST DISTRICT,15.8238834,120.5991777,regioniii_tarlac,37.901011,99.21,16,3.8787,FALSE,extreme_outlier,univariate_percentile
2026-32891,119696,Bunlan Elementary School,REGION VII,CEBU,SANTANDER,2ND DISTRICT,9.436690979,123.3263683,regionvii_cebu,118.314796,99.13,14,4.083581,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-32777,303089,San Sebastian National High School,REGION VII,CEBU,SAMBOAN,2ND DISTRICT,9.4636811,123.3020595,regionvii_cebu,117.246163,98.6,12,4.064871,TRUE,isolation_forest_outlier,isolation_forest
2026-38983,126295,Mainaga Elementary School,REGION X,BUKIDNON,CABANGLASAN,2ND DISTRICT,8.125441,125.328871,regionx_bukidnon,23.459198,7.63,6,3.901593,TRUE,isolation_forest_outlier,isolation_forest
2026-37915,303640,Quintin Quijano Sr. Agricultural School,REGION VIII,SAMAR (WESTERN SAMAR),PINABACDAO,2ND DISTRICT,11.579233,-235.00802,regionviii_samarwesternsamar,24.571275,41.24,28,3137.716377,TRUE,isolation_forest_outlier,isolation_forest
2026-19615,109640,Anangi ES,REGION IV-A,LIPA CITY,LIPA CITY EAST DISTRICT,4TH DISTRICT,13.9076024,121.2798822,iva_lipa,13.76502,98.82,2,8.080437,TRUE,isolation_forest_outlier,isolation_forest
2026-42250,129034,Tribal Filipino School  of Datalfitak,REGION XI,DAVAO DEL SUR,MATANAO II,1ST DISTRICT,6.579968,125.096599,regionxi_davaodelsur,34.969381,99.24,0,3.857595,FALSE,extreme_outlier,univariate_percentile
2026-40770,127783,Kibungsod Central School,REGION X,MISAMIS ORIENTAL,MAGSAYSAY II (MAGSAYSAY DISTRICT),1ST DISTRICT,9.006237087,125.2059031,regionx_misamisoriental,89.59189,98.1,11,5.388477,TRUE,isolation_forest_outlier,isolation_forest
2026-07547,305462,Gen. Ricardo G. Papa Sr. Memorial High School-Annex,NCR,TAGUIG CITY AND PATEROS,TAGUIG DISTRICT I,1ST DISTRICT,14.58960714,123.4171443,ncr_taguigcity,255.303226,100,0,312.235425,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-43578,129072,Tinina Elementary School,REGION XI,DAVAO OCCIDENTAL,SARANGANI,LONE DISTRICT,5.377723,125.396522,regionxi_davaooccidental,121.594017,99.54,5,10.643595,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-43645,129840,LOWER DADO ELEMENTARY SCHOOL,REGION XII,NORTH COTABATO,ALAMADA NORTH,1ST DISTRICT,7.492691,124.522406,regionxii_northcotabato,82.801366,98.09,7,3.953966,TRUE,isolation_forest_outlier,isolation_forest
2026-43289,128689,Guadalupe Elementary School,REGION XI,ISLAND GARDEN CITY OF SAMAL,KAPUTIAN,3RD DISTRICT,6.9049289,125.7661504,regionxi_islandgardencitysamal,19.654566,98.67,8,3.78011,TRUE,isolation_forest_outlier,isolation_forest
2026-41852,128622,Talisay Elementary,REGION XI,DAVAO DEL NORTE,BRAULIO DUJALI,2ND DISTRICT,7.057495,125.599072,regionxi_davaodelnorte,13.347851,0.38,0,7.742031,TRUE,isolation_forest_outlier,isolation_forest
2026-20909,124709,Binawing ES,REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,3RD DISTRICT,7.196523,121.993338,regionix_zamboangadelnorte,214.437992,98.83,2,7.283195,TRUE,isolation_forest_outlier,isolation_forest
2026-19378,109538,Dolores Elementary School,REGION IV-A,RIZAL,TAYTAY II,1ST DISTRICT,13.218515,120.092886,iva_rizal,188.860408,99.35,0,39.52525,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-40922,502015,Cadayonan Integrated School,REGION X,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY SOUTHWEST DISTRICT II,1ST DISTRICT,8.184098,124.531692,regionx_cagayandeoro,29.949078,98.26,4,10.166233,TRUE,isolation_forest_outlier,isolation_forest
2026-03486,132441,Roxas Elementary School,CARAGA,SURIGAO DEL NORTE,MAINIT I,2ND DISTRICT,12.913563,120.965137,caraga_surigaodelnorte,603.655882,100,0,125.093687,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-21795,303754,Baganian NHS,REGION IX,ZAMBOANGA DEL SUR,TABINA,2ND DISTRICT,7.374798895,123.4226529,regionix_zamboangadelsur,52.587266,98.77,10,3.960008,TRUE,isolation_forest_outlier,isolation_forest
2026-40548,127789,San Isidro Elementary School,REGION X,MISAMIS ORIENTAL,MAGSAYSAY I (MAGSAYSAY DISTRICT),1ST DISTRICT,9.079632,125.190712,regionx_misamisoriental,94.370702,100,2,5.812331,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-13971,105075,Kalayaan Elementary School,REGION III,BULACAN,DONA REMEDIOS TRINIDAD,3RD DISTRICT,15.2007333,121.1279261,regioniii_bulacan,50.946733,98.24,6,6.828618,TRUE,isolation_forest_outlier,isolation_forest
2026-19946,109335,Cabading Elementary School ,REGION IV-A,ANTIPOLO CITY,DISTRICT II-D,2ND DISTRICT,8.015716,123.222656,iva_antipolo,764.110981,100,0,351.520589,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-40551,127795,Villa Felipa Elementary School,REGION X,MISAMIS ORIENTAL,MAGSAYSAY I (MAGSAYSAY DISTRICT),1ST DISTRICT,9.0294269,125.187276,regionx_misamisoriental,89.994451,98.58,10,5.404377,TRUE,isolation_forest_outlier,isolation_forest
2026-22206,125744,Pulo Laum Elementary School,REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,1ST DISTRICT,7.27769,122.8461,regionix_zamboangasibugay,63.372987,99.21,7,4.837804,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-06430,111305,Sampong Elementary School,MIMAROPA,ROMBLON,CONCEPCION,LONE DISTRICT,12.9337574,121.6852282,mimaropa_romblon,74.867578,100,10,7.443841,FALSE,extreme_outlier,univariate_percentile
2026-34233,120691,Caipilan Elementary School,NIR,SIQUIJOR,SIQUIJOR,LONE DISTRICT,12.769135,122.785531,nir_siquijor,400.831807,100,0,161.050158,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-21185,303758,Damit National High School,REGION IX,ZAMBOANGA DEL SUR,BAYOG,2ND DISTRICT,7.82,122.999,regionix_zamboangadelsur,47.598091,95.44,4,3.869076,TRUE,isolation_forest_outlier,isolation_forest
2026-20925,124726,Malayal Community School,REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,3RD DISTRICT,7.2069029,121.9403028,regionix_zamboangadelnorte,217.724347,99.22,3,7.377438,TRUE,extreme_outlier,univariate_percentile+isolation_forest
